external_id,name,description_html,type_id,state_id,external_source,assignees,extra_properties,cycle_id,module_id
FICCHEADS-326,衡泰系统增加跨市场债券品种的交易所代码资讯信息 [0307],<p>目前在衡泰簿记跨市场转托管业务时，缺少债券品种的交易所代码资讯，需手工维护。此需求为增加衡泰系统中跨市场债券品种的交易所市场代码资讯信息。（该需求为采购外部系统的需求，需要技术部承接采购，但不占或占用很少研发资源。）</p><p>【当前迭代交付】待与外部厂商评估方案可行性</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""平台优化"", ""category_l3"": ""数据接入"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级5"", ""it_pm"": ""14b265fe-200d-46aa-8e25-66f57a1e130d"", ""in_delivery"": true, ""delivery_content"": ""待与外部厂商评估方案可行性""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
IT需求申请央20251028572539,中央交易室固定收益类交易执行自动化需求 [0307],<p>【当前迭代交付】完成技术方案确认</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""中央交易室"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""中央交易室优先级1"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计3个以上迭代完成交付"", ""delivery_content"": ""完成技术方案确认"", ""remarks"": ""技术负责人在【1-5日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCREQ-433,x-repo功能权限开放 [0307],<p>【当前迭代交付】完成风控规则开发</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""资运部优先级1"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计2个迭代完成交付"", ""delivery_content"": ""完成风控规则开发"", ""remarks"": ""技术负责人在【1-5日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCREQ-434,信用拆借、回购审批模板迁移至BPM [0307],<p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""资运部优先级2"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCREQ-402,交易对手三级授信风控 [0307],<p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""资运部优先级3"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
,改造对接统一产品库债券的静态数据 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境外"", ""it_pm"": ""b0c16d7f-e6db-46ed-b34e-ff2059b1c211"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""预计3个以上迭代完成交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
,场外期权入池场景技术优化 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""预计2个迭代完成交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
,境外债券ISIN码维护设置优化 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境外"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICC-90347,固收月度授权流程迁移 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""15e4d327-6119-4941-85ac-624f7b021630"", ""techLead"": ""毕成功"", ""in_delivery"": true, ""estimated_iteration"": ""预计2个迭代完成交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICC-90379,衡泰资金头寸数据补充外币数据铃客提醒 [0307],<p>【当前迭代交付】完成铃客提醒</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付"", ""delivery_content"": ""完成铃客提醒""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICC-90378,大象中英文语言体系支持-0307 [0307],<p>【当前迭代交付】按需完成翻译</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""张俊"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付"", ""delivery_content"": ""按需完成翻译""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICC-90679,客户详情中全部文件下载替换OB新的接口 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张俊"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICC-90752,对接销售支持批量修改 [0307],<p>【当前迭代交付】完整交付</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付"", ""delivery_content"": ""完整交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICC-90739,碳排放客户支持调整手工评级 [0307],<p>【当前迭代交付】完整交付</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": true, ""delivery_content"": ""完整交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICC-90381,iDeal客户画像持续迭代 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""陈志宝"", ""in_delivery"": false}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
,LAMP持续优化 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": true}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
,O45迁移+交易所固收平台切换至互联网平台 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""biz_pm"": ""赵鸿达"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计3个以上迭代完成交付"", ""remarks"": ""配合业务进行固收O45迁移\n交易所固收平台迁移至互联网平台，涉及到交易链路、行情、RDS等变更""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
,策略平台ETCD升级 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""77342d2f-a6cf-4a2d-8142-2f5f84d0636a"", ""techLead"": ""陈宇"", ""in_delivery"": true}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
,RDS服务改到common域 [0307],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
