external_id,name,description_html,type_id,state_id,external_source,assignees,extra_properties,cycle_id,module_id
FICCHEADS-1168,金控FICC美国国债自动化交易链路业务需求二期（XOR：大象报到彭博后无需交易员确认直接对外报单） [0328],<p>实现自营中心美国国债交易链路建设，通过彭博XOR模块，实现大象报到彭博后无需交易员确认直接对外报单。</p><p>【当前迭代交付】对接彭博 XOR模块，实现订单自动流转。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""债券"", ""category_l2"": ""美国国债"", ""category_l3"": ""交易链路"", ""center"": ""自营业务中心"", ""team"": ""中央交易台/香港交易一台"", ""biz_pm"": ""沙学府"", ""biz_priority"": ""在研-优先级0"", ""it_pm"": ""8baed4ad-64c0-4922-b4bb-e9d77a865fd7"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""对接彭博 XOR模块，实现订单自动流转。"", ""remarks"": ""技术负责人在【1-28日】已确认""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,68557d3f-59d5-48dd-b6c9-cdecd7adffdf
,LAMP持续优化 [0328],<p>【当前迭代交付】完成LAMP功能优化</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""完成LAMP功能优化""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,f7740574-83da-4168-aea4-3bed1c0cf870
,iDeal客户画像持续迭代 [0328],<p>【当前迭代交付】完成成交后收益率和胜率的标签计算</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""陈志宝"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""完成成交后收益率和胜率的标签计算""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,场外港股支持打新阶段定义和维护 [0328],<p>【当前迭代交付】对接资讯中心获取港股上市前的静态信息，支持用户在上市前对暗盘交易进行维护</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""对接资讯中心获取港股上市前的静态信息，支持用户在上市前对暗盘交易进行维护"", ""remarks"": ""已和张弦和何鑫沟通""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,对接彭博交易日历和结算日历 [0328],<p>【当前迭代交付】对接资讯平台，接入彭博全量的交易日历和结算日历</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""预计0425迭代完成交付"", ""delivery_content"": ""对接资讯平台，接入彭博全量的交易日历和结算日历"", ""remarks"": ""已和何鑫和周硕飙沟通""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,O45迁移+交易所固收平台切换至互联网平台 [0328],<p>【当前迭代交付】配合业务进行固收O45迁移</p><p>交易所固收平台迁移至互联网平台，涉及到交易链路、行情、RDS等变更</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""biz_pm"": ""赵鸿达"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计0523迭代之后完成交付"", ""delivery_content"": ""配合业务进行固收O45迁移\n交易所固收平台迁移至互联网平台，涉及到交易链路、行情、RDS等变更""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,7218809e-4f32-4466-a207-8260f28b501d
,美债calypso替代项目-内部服务优化 [0328],<p>【当前迭代交付】基于trade服务和position服务承接和Galaxy、Abacus对接成交流水和期初持仓功能；</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""基于trade服务和position服务承接和Galaxy、Abacus对接成交流水和期初持仓功能；""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,智能BI项目POC [0328],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""center"": ""FICC交易平台中心"", ""team"": ""平台架构"", ""biz_pm"": ""毕成功"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""毕成功"", ""in_delivery"": false, ""estimated_iteration"": ""预计0425迭代完成交付""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,香港金工资讯本地化部署需求 [0328],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""center"": ""FICC交易平台中心"", ""team"": ""平台架构"", ""biz_pm"": ""毕成功"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""毕成功"", ""in_delivery"": false, ""estimated_iteration"": ""预计0328迭代完成交付""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,【问题修复】南向通债券风控应急白名单支持 [0328],<p>【当前迭代交付】完成问题修复</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""张俊"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""完成问题修复"", ""remarks"": ""已和刘涛、陆中骞沟通""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,【问题修复】金交所现货标的日间持仓计算 [0328],<p>【当前迭代交付】完成问题修复</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""张俊"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""完成问题修复"", ""remarks"": ""已和习云飞、李致远沟通""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,月度授权流程启动迁移 [0328],<p>【当前迭代交付】完成方案设计</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""center"": ""FICC交易平台中心"", ""team"": ""平台架构"", ""biz_pm"": ""姜玉珠"", ""it_pm"": ""15e4d327-6119-4941-85ac-624f7b021630"", ""techLead"": ""毕成功"", ""in_delivery"": false, ""estimated_iteration"": ""预计0425迭代完成交付"", ""delivery_content"": ""完成方案设计""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,审批流程支持上传附件 [0328],<p>【当前迭代交付】完成功能上线：支持审批内容通过附件形式展示，支持审批人审批过程上传附件</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""center"": ""FICC交易平台中心"", ""team"": ""平台架构"", ""biz_pm"": ""姜玉珠"", ""it_pm"": ""15e4d327-6119-4941-85ac-624f7b021630"", ""techLead"": ""毕成功"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""完成功能上线：支持审批内容通过附件形式展示，支持审批人审批过程上传附件"", ""remarks"": ""已和高宇航、夏庆飞沟通""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,notify取消给离职用户发送报表 [0328],<p>【当前迭代交付】完成功能上线，去掉大象权限报表中的离职用户和转岗用户</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""center"": ""FICC交易平台中心"", ""team"": ""平台架构"", ""biz_pm"": ""姜玉珠"", ""it_pm"": ""15e4d327-6119-4941-85ac-624f7b021630"", ""techLead"": ""毕成功"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""完成功能上线，去掉大象权限报表中的离职用户和转岗用户"", ""remarks"": ""已和朱洲沟通""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
,审批监控（新）界面优化 [0328],<p>【当前迭代交付】完成方案设计</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""center"": ""FICC交易平台中心"", ""team"": ""平台架构"", ""biz_pm"": ""姜玉珠"", ""it_pm"": ""15e4d327-6119-4941-85ac-624f7b021630"", ""techLead"": ""张俊"", ""in_delivery"": false, ""estimated_iteration"": ""预计0425迭代完成交付"", ""delivery_content"": ""完成方案设计"", ""remarks"": ""对应前端研发为姚团结""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICC-91583,AURORA平台优化及HAB整合 [0328],<p>【当前迭代交付】完成产品方案的确认</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""center"": ""FICC交易平台中心"", ""team"": ""策略管理"", ""biz_pm"": ""钱高翔"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""陈治平"", ""in_delivery"": false, ""delivery_content"": ""完成产品方案的确认"", ""remarks"": ""等待方案汇报评审""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,d3aec2ab-36f3-4308-a0fb-83e8e501a6a4
,配合OB字段枚举值调整 [0328],<p>【当前迭代交付】完成产品类型、受益人一级、二级类型的枚举值调整</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""完成产品类型、受益人一级、二级类型的枚举值调整""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
