name,description_html,type_id,state_id,priority,assignees,extra_properties,cycle_name,module_name
iDeal机器人自动下单功能(新增支持平安利顺）,<p>实现直连货币中介iDeal机器人的债券自动下单成交。</p><p>此需求为新增对接直连货币中介平安理顺的机器人。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""1f032804-4e24-4b85-a5d3-e57bb39f84b4""]","{""req_source"": ""FICCHEADS-1099"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""银行间债券"", ""category_l3"": ""直连经纪商债券交易"", ""center"": ""做市业务中心"", ""team"": ""本币做市台"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""做市业务中心优先级2"", ""estimated_iteration"": ""预计2个迭代完成交付"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
债券ETF业务系统需求说明书（二期）：二级交易,<p>实现债券ETF交易链路建设中二级交易功能。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""86316c00-0847-43a8-8176-834f264e0307""]","{""req_source"": ""FICCHEADS-1140"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""基金"", ""category_l2"": ""债券ETF"", ""category_l3"": ""债券ETF交易"", ""center"": ""做市业务中心"", ""team"": ""本币做市台"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""做市业务中心优先级3"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
【外部采购】衡泰系统-债券远期业务管理模块,<p>该需求为采购外部系统的需求，需要技术部承接采购，但不占或占用很少研发资源</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICCHEADS-1159"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""债券远期"", ""category_l3"": ""交易簿记"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级1"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
票据业务持仓占用规则调整,<p>将票据业务持仓额度占用纳入固收常规限额体系内。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICCHEADS-955"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""票据"", ""category_l2"": ""股指期货"", ""category_l3"": ""自营交易"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级2"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
资金流管理模块-每日银行间资金头寸自动计算功能需求,<p>监控银行间因债券交易、回购交易、资金调拨等带来的资金头寸变化：</p><p>1）交易口径</p><p>2）结算口径</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICCHEADS-631"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""流动性管理"", ""category_l3"": ""资金管理"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级3"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
大象平台自动化选券功能需求,<p>1）资金交易员导入交易要素后，由中央券池按一定算法规则进行回购交易和质押券的最优匹配。</p><p>2）支持用户对中央券池的匹配结果进行自定义优化，经系统校验完毕后即可经交易中心上行接口发单。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICCHEADS-458"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""回购"", ""category_l2"": ""银行间正回购"", ""category_l3"": ""内部交易"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级4"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
统一授信报表逻辑优化需求,<p>根据监管要求，对场外期权的统一授信报表进行指标计算逻辑和客户信息匹配优化</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""9a969130-2666-4604-9326-c2b17ca09ef1""]","{""req_source"": ""FICCHEADS-1148"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级1"", ""estimated_iteration"": ""预计当前迭代完成交付"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
境外债TRS付息/资金流水自动生成,<p>支持境外债TRS（包括中资美元债、点心债等）自动生成债券付息资金流水与交易流水，具体包括：</p><p>1）合约簿记增加派息规则等字段</p><p>2）自动生成付息要素</p><p>3）生成付息交易流水</p><p>4）生成资金流水</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""9a969130-2666-4604-9326-c2b17ca09ef1""]","{""req_source"": ""FICCHEADS-1124"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""互换"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级2"", ""estimated_iteration"": ""预计3个迭代完成交付"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
IRS交易支持对接xswap实现线上对冲,<p>目前场外衍生品平台TRS的IRS品种对客交易，客户主要是通过线下与我们达成交易，交易效率低，后续通过大象平台TRS对冲端直连X-Swap平台，客户可以直接线上看到X-Swap价格（加点）进行成交，能大幅提升交易量。目前TRS支持债券通过X-Bond的成交模式。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""9a969130-2666-4604-9326-c2b17ca09ef1""]","{""req_source"": ""FICCHEADS-873"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""互换"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级3"", ""estimated_iteration"": ""预计3个迭代完成交付"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
境外债券支持配置汇率敞口算法,<p>支持境外债券合约的汇率敞口的灵活配置和计算，满足客户对于汇率浮动所导致的本金损益精细化管理的诉求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""9a969130-2666-4604-9326-c2b17ca09ef1""]","{""req_source"": ""FICCHEADS-1127"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级4"", ""estimated_iteration"": ""预计3个迭代完成交付"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
金交所/银行间 即远掉询价交易风控相关需求,<p>为丰富客需衍生品业务对冲渠道的多样性，交易台提出支持黄金即远掉交易需求。相应地，风险管理方面提出配套风险管理以及风险分析需求以支持该业务开展，包括：</p><p>1）相关授权与权限功能；</p><p>2）场外衍生品估值敞口监控界面以及损益监控有关功能开发及改造。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""14b265fe-200d-46aa-8e25-66f57a1e130d""]","{""req_source"": ""FICCHEADS-931"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""贵金属"", ""category_l2"": ""黄金"", ""category_l3"": ""交易风控"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级1"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
接入报价回购、收益凭证业务的数据并进行风险计量及量化分析,<p>在大象风险管理工作站，增加【融资类产品业务监控面板】，包括：报价回购、收益凭证等，展示其业务开展现状、风控指标等。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""daa28f62-9d59-4c8a-9c93-28d931e72b99""]","{""req_source"": ""FICCHEADS-102"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""指标计算"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级2"", ""estimated_iteration"": ""预计提前完成（早于0307版本）"", ""techLead"": ""74c21a3b-1b9b-47f2-b7ab-b8195738260d"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
监管报表-现券和回购偏离度报表完善需求V2,<p>对监管报表中，细分的“现券和回购偏离度报表”进行有关完善。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""daa28f62-9d59-4c8a-9c93-28d931e72b99""]","{""req_source"": ""FICCHEADS-812"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""业务报表"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级3"", ""estimated_iteration"": ""预计3个以上迭代完成交付"", ""techLead"": ""77342d2f-a6cf-4a2d-8142-2f5f84d0636a"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
大象信用债持仓功能模块的开发需求,<p>信用债持仓功能（持仓整体分析）是构建系统性、全方位的大象持仓监控体系的核心功能，通过大象系统与CAMS平台的深度联动，可以实现用户实时跟踪账户变动、舆情预警等投资管理需求。</p><p>主要包括：持仓展示、持仓明细及持仓管理工具</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""daa28f62-9d59-4c8a-9c93-28d931e72b99""]","{""req_source"": ""FICCHEADS-147"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""信用风险"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级4"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""74c21a3b-1b9b-47f2-b7ab-b8195738260d"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
衡泰系统增加跨市场债券品种的交易所代码资讯信息,<p>目前在衡泰簿记跨市场转托管业务时，缺少债券品种的交易所代码资讯，需手工维护。此需求为增加衡泰系统中跨市场债券品种的交易所市场代码资讯信息。（该需求为采购外部系统的需求，需要技术部承接采购，但不占或占用很少研发资源。）</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""14b265fe-200d-46aa-8e25-66f57a1e130d""]","{""req_source"": ""FICCHEADS-326"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""平台优化"", ""category_l3"": ""数据接入"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级5"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
中央交易室固定收益类交易执行自动化需求,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""IT需求申请央20251028572539"", ""department"": ""中央交易室"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""中央交易室优先级1"", ""estimated_iteration"": ""预计3个以上迭代完成交付"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
x-repo功能权限开放,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICCREQ-433"", ""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""资运部优先级1"", ""estimated_iteration"": ""预计2个迭代完成交付"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
信用拆借、回购审批模板迁移至BPM,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICCREQ-434"", ""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""资运部优先级2"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
交易对手三级授信风控,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICCREQ-402"", ""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_priority"": ""资运部优先级3"", ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""false""}",大象-常规-26-0307,
改造对接统一产品库债券的静态数据,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""535b3838-1804-4a1f-8353-5320babd97b8"", ""b0c16d7f-e6db-46ed-b34e-ff2059b1c211""]","{""department"": ""信息技术部"", ""domestic_overseas"": ""境外"", ""estimated_iteration"": ""预计3个以上迭代完成交付"", ""techLead"": ""98cb9446-ac30-4857-9c77-644999e62d52"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
场外期权入池场景技术优化,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""535b3838-1804-4a1f-8353-5320babd97b8""]","{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""estimated_iteration"": ""预计2个迭代完成交付"", ""techLead"": ""98cb9446-ac30-4857-9c77-644999e62d52"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
境外债券ISIN码维护设置优化,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""535b3838-1804-4a1f-8353-5320babd97b8""]","{""department"": ""信息技术部"", ""domestic_overseas"": ""境外"", ""estimated_iteration"": ""预计当前迭代完成交付"", ""techLead"": ""98cb9446-ac30-4857-9c77-644999e62d52"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
固收月度授权流程迁移,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""15e4d327-6119-4941-85ac-624f7b021630""]","{""req_source"": ""FICC-90347"", ""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""estimated_iteration"": ""预计2个迭代完成交付"", ""techLead"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
衡泰资金头寸数据补充外币数据铃客提醒,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICC-90379"", ""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""estimated_iteration"": ""预计当前迭代完成交付"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
大象中英文语言体系支持-0307,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc""]","{""req_source"": ""FICC-90378"", ""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""estimated_iteration"": ""预计当前迭代完成交付"", ""techLead"": ""ee12bda6-18fc-4ad5-a35e-74c256781157"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
客户详情中全部文件下载替换OB新的接口,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""1f032804-4e24-4b85-a5d3-e57bb39f84b4""]","{""req_source"": ""FICC-90679"", ""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""estimated_iteration"": ""预计当前迭代完成交付"", ""techLead"": ""ee12bda6-18fc-4ad5-a35e-74c256781157"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
对接销售支持批量修改,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""1f032804-4e24-4b85-a5d3-e57bb39f84b4""]","{""req_source"": ""FICC-90752"", ""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""estimated_iteration"": ""预计当前迭代完成交付"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
碳排放客户支持调整手工评级,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""1f032804-4e24-4b85-a5d3-e57bb39f84b4""]","{""req_source"": ""FICC-90739"", ""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
iDeal客户画像持续迭代,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""1f032804-4e24-4b85-a5d3-e57bb39f84b4""]","{""req_source"": ""FICC-90381"", ""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""techLead"": ""3a43fac4-6a60-42e4-a1b8-3f434ce9cf87"", ""admission"": ""true""}",大象-常规-26-0307,
LAMP持续优化,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""daa28f62-9d59-4c8a-9c93-28d931e72b99""]","{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""techLead"": ""74c21a3b-1b9b-47f2-b7ab-b8195738260d"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
O45迁移+交易所固收平台切换至互联网平台,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""86316c00-0847-43a8-8176-834f264e0307""]","{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""biz_pm"": ""赵鸿达"", ""estimated_iteration"": ""预计3个以上迭代完成交付"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
策略平台ETCD升级,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""77342d2f-a6cf-4a2d-8142-2f5f84d0636a""]","{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""techLead"": ""5ac3485a-8d93-454c-bd0d-0c048df1ba42"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
RDS服务改到common域,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""535b3838-1804-4a1f-8353-5320babd97b8""]","{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""estimated_iteration"": ""预计当前迭代完成交付"", ""techLead"": ""98cb9446-ac30-4857-9c77-644999e62d52"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0307,
境外债券支持配置汇率敞口算法,<p>支持境外债券合约的汇率敞口的灵活配置和计算，满足客户对于汇率浮动所导致的本金损益精细化管理的诉求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""9a969130-2666-4604-9326-c2b17ca09ef1""]","{""req_source"": ""FICCHEADS-1127"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""在研-优先级0"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0328,
境外债TRS付息/资金流水自动生成,<p>支持境外债TRS（包括中资美元债、点心债等）自动生成债券付息资金流水与交易流水，具体包括：</p><p>1）合约簿记增加派息规则等字段</p><p>2）自动生成付息要素</p><p>3）生成付息交易流水</p><p>4）生成资金流水</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""9a969130-2666-4604-9326-c2b17ca09ef1""]","{""req_source"": ""FICCHEADS-1124"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""互换"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""在研-优先级0"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0328,
TARF平台建设,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""daa28f62-9d59-4c8a-9c93-28d931e72b99""]","{""req_source"": ""FICCHEADS-1167"", ""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""TARF"", ""category_l3"": ""交易簿记"", ""center"": ""代客业务中心"", ""team"": ""外汇产品团队"", ""biz_pm"": ""陈思宇"", ""biz_priority"": ""在研-优先级0"", ""techLead"": ""f81bb5d7-a37c-4d34-b1fc-f92d46f5b2a8"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0328,【Calypso下线项目】Tarf簿记
港交所外汇期货做市交易系统建设需求说明书,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""943c1313-5035-46a0-b1e2-91e3a19546a6""]","{""req_source"": ""FICCHEADS-1180"", ""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""外汇"", ""category_l2"": ""外汇期货"", ""category_l3"": ""交易链路"", ""center"": ""做市业务中心"", ""team"": ""外汇做市台"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""在研-优先级0"", ""techLead"": ""98cb9446-ac30-4857-9c77-644999e62d52"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0328,【海外交易能力建设】香港外汇期货做市项目
IRS交易支持对接xswap实现线上对冲,<p>目前场外衍生品平台TRS的IRS品种对客交易，客户主要是通过线下与我们达成交易，交易效率低，后续通过大象平台TRS对冲端直连X-Swap平台，客户可以直接线上看到X-Swap价格（加点）进行成交，能大幅提升交易量。目前TRS支持债券通过X-Bond的成交模式。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""9a969130-2666-4604-9326-c2b17ca09ef1""]","{""req_source"": ""FICCHEADS-873"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""互换"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""在研-优先级0"", ""techLead"": ""144bf735-9e10-4029-84d0-85e3749bf5d3"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0328,
境外债自营风控优化需求,<p></p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,none,"[""86316c00-0847-43a8-8176-834f264e0307""]","{""req_source"": ""FICCHEADS-1097"", ""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""南向通债券"", ""category_l3"": ""交易风控"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""在研-优先级0"", ""techLead"": ""0d5d1a69-68ee-4885-9bb7-bf93e92eb4aa"", ""admission"": ""true"", ""in_delivery"": ""true""}",大象-常规-26-0328,
